group,dataset,method,run_name,status,seconds,co_bps,poisson_nll,baseline_target,baseline_margin,beats_baseline,run_dir,config,log,error
bo_drifting_one_tf,allen_vcn_bo_drifting_one_tf,bgpfa,bgpfa_allen_vcn_bo_drifting_one_tf_20ms_nlb_style_optional_fallback_faobs1_gaussian_latent24_lr02_e250_refkl_fainit_poisdec,ok,247.619,0.236615926,0.3708167374,0.1543883979,0.0822275281,true,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/bgpfa_faobs1_sweep/bgpfa_allen_vcn_bo_drifting_one_tf_20ms_nlb_style_optional_fallback_faobs1_gaussian_latent24_lr02_e250_refkl_fainit_poisdec,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/bgpfa_faobs1_sweep/configs/bgpfa_allen_vcn_bo_drifting_one_tf_20ms_nlb_style_optional_fallback_faobs1_gaussian_latent24_lr02_e250_refkl_fainit_poisdec.yaml,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/bgpfa_faobs1_sweep/_logs/bgpfa_allen_vcn_bo_drifting_one_tf_20ms_nlb_style_optional_fallback_faobs1_gaussian_latent24_lr02_e250_refkl_fainit_poisdec.log,selected_from_optional_fallback_variant=faobs1_gaussian_latent24_lr02_e250_refkl_fainit_poisdec
bo_drifting_one_tf,allen_vcn_bo_drifting_one_tf,ilqr_vae,ilqr_vae_allen_vcn_bo_drifting_one_tf_20ms_nlb_style_optional_fallback_e75_maxiter5_lr001_seed1,ok,2498.027,0.2943520546,0.363561362,0.1543883979,0.1399636567,true,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/optional_fallback_sweep/ilqr_vae_allen_vcn_bo_drifting_one_tf_20ms_nlb_style_optional_fallback_e75_maxiter5_lr001_seed1,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/optional_fallback_sweep/configs/ilqr_vae_allen_vcn_bo_drifting_one_tf_20ms_nlb_style_optional_fallback_e75_maxiter5_lr001_seed1.yaml,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/optional_fallback_sweep/_logs/ilqr_vae_allen_vcn_bo_drifting_one_tf_20ms_nlb_style_optional_fallback_e75_maxiter5_lr001_seed1.log,selected_from_optional_fallback_variant=e75_maxiter5_lr001_seed1
flash_bo_top,allen_vcn_flash_bo_top,psth,psth_allen_vcn_flash_bo_top_20ms_nlb_style,ok,2.209,0.01324743498,0.3161457777,0.1345472038,-0.1212997688,false,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/psth_allen_vcn_flash_bo_top_20ms_nlb_style,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/configs/psth_allen_vcn_flash_bo_top_20ms_nlb_style.yaml,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/_logs/psth_allen_vcn_flash_bo_top_20ms_nlb_style.log,
flash_bo_top,allen_vcn_flash_bo_top,smoothing,smoothing_allen_vcn_flash_bo_top_20ms_nlb_style,ok,6.328,0.1345472038,0.3053439558,0.1345472038,0,false,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/smoothing_allen_vcn_flash_bo_top_20ms_nlb_style,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/configs/smoothing_allen_vcn_flash_bo_top_20ms_nlb_style.yaml,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/_logs/smoothing_allen_vcn_flash_bo_top_20ms_nlb_style.log,
flash_bo_top,allen_vcn_flash_bo_top,gpfa,gpfa_allen_vcn_flash_bo_top_20ms_nlb_style,ok,6.885,0.2413025945,0.2957669795,0.1345472038,0.1067553907,true,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/gpfa_allen_vcn_flash_bo_top_20ms_nlb_style,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/configs/gpfa_allen_vcn_flash_bo_top_20ms_nlb_style.yaml,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/_logs/gpfa_allen_vcn_flash_bo_top_20ms_nlb_style.log,
flash_bo_top,allen_vcn_flash_bo_top,cassm,cassm_allen_vcn_flash_bo_top_20ms_nlb_style_fallback_pred_proj512_alpha500,ok,1102.883,0.143925935,0.3043267131,0.1345472038,0.0093787312,true,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/classical_fallback_sweep/cassm_allen_vcn_flash_bo_top_20ms_nlb_style_fallback_pred_proj512_alpha500,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/classical_fallback_sweep/configs/cassm_allen_vcn_flash_bo_top_20ms_nlb_style_fallback_pred_proj512_alpha500.yaml,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/classical_fallback_sweep/_logs/cassm_allen_vcn_flash_bo_top_20ms_nlb_style_fallback_pred_proj512_alpha500.log,selected_from_fallback_variant=pred_proj512_alpha500
flash_bo_top,allen_vcn_flash_bo_top,kalman,kalman_allen_vcn_flash_bo_top_20ms_nlb_style_fallback_alpha1000,ok,40.226,0.1371652335,0.3050611317,0.1345472038,0.0026180297,true,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/classical_fallback_sweep/kalman_allen_vcn_flash_bo_top_20ms_nlb_style_fallback_alpha1000,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/classical_fallback_sweep/configs/kalman_allen_vcn_flash_bo_top_20ms_nlb_style_fallback_alpha1000.yaml,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/classical_fallback_sweep/_logs/kalman_allen_vcn_flash_bo_top_20ms_nlb_style_fallback_alpha1000.log,selected_from_fallback_variant=alpha1000
flash_bo_top,allen_vcn_flash_bo_top,lfads,lfads_allen_vcn_flash_bo_top_20ms_nlb_style,ok,13.598,0.3097577691,0.2896258831,0.1345472038,0.1752105653,true,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/lfads_allen_vcn_flash_bo_top_20ms_nlb_style,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/configs/lfads_allen_vcn_flash_bo_top_20ms_nlb_style.yaml,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/_logs/lfads_allen_vcn_flash_bo_top_20ms_nlb_style.log,
flash_bo_top,allen_vcn_flash_bo_top,ndt,ndt_allen_vcn_flash_bo_top_20ms_nlb_style,ok,51.839,0.2155240774,0.2980795503,0.1345472038,0.0809768736,true,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/ndt_allen_vcn_flash_bo_top_20ms_nlb_style,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/configs/ndt_allen_vcn_flash_bo_top_20ms_nlb_style.yaml,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/_logs/ndt_allen_vcn_flash_bo_top_20ms_nlb_style.log,
flash_bo_top,allen_vcn_flash_bo_top,stndt,stndt_allen_vcn_flash_bo_top_20ms_nlb_style,ok,320.300,0.2625166476,0.2938638926,0.1345472038,0.1279694438,true,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/stndt_allen_vcn_flash_bo_top_20ms_nlb_style,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/configs/stndt_allen_vcn_flash_bo_top_20ms_nlb_style.yaml,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/_logs/stndt_allen_vcn_flash_bo_top_20ms_nlb_style.log,
flash_bo_top,allen_vcn_flash_bo_top,langevin_flow,langevin_flow_allen_vcn_flash_bo_top_20ms_nlb_style,ok,29.695,0.2543465495,0.2945968211,0.1345472038,0.1197993457,true,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/langevin_flow_allen_vcn_flash_bo_top_20ms_nlb_style,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/configs/langevin_flow_allen_vcn_flash_bo_top_20ms_nlb_style.yaml,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/_logs/langevin_flow_allen_vcn_flash_bo_top_20ms_nlb_style.log,
flash_bo_top,allen_vcn_flash_bo_top,mint,mint_allen_vcn_flash_bo_top_20ms_nlb_style_optional_fallback_lfadslib_condition_interp2_cand2_win6_sigma2,ok,1.614,0.1407944411,0.3047835211,0.1345472038,0.0062472373,true,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/mint_lfadslib_sweep/mint_allen_vcn_flash_bo_top_20ms_nlb_style_optional_fallback_lfadslib_condition_interp2_cand2_win6_sigma2,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/mint_lfadslib_sweep/configs/mint_allen_vcn_flash_bo_top_20ms_nlb_style_optional_fallback_lfadslib_condition_interp2_cand2_win6_sigma2.yaml,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/mint_lfadslib_sweep/_logs/mint_allen_vcn_flash_bo_top_20ms_nlb_style_optional_fallback_lfadslib_condition_interp2_cand2_win6_sigma2.log,selected_from_optional_fallback_variant=lfadslib_condition_interp2_cand2_win6_sigma2
flash_bo_top,allen_vcn_flash_bo_top,bgpfa,bgpfa_allen_vcn_flash_bo_top_20ms_nlb_style_optional_fallback_faobs1tune_gaussian_latent20_lr02_e350_refkl_infer1000_fainit_poisdec,ok,54.488,0.1718386859,0.3019985557,0.1345472038,0.0372914821,true,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/bgpfa_targeted_sweep/bgpfa_allen_vcn_flash_bo_top_20ms_nlb_style_optional_fallback_faobs1tune_gaussian_latent20_lr02_e350_refkl_infer1000_fainit_poisdec,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/bgpfa_targeted_sweep/configs/bgpfa_allen_vcn_flash_bo_top_20ms_nlb_style_optional_fallback_faobs1tune_gaussian_latent20_lr02_e350_refkl_infer1000_fainit_poisdec.yaml,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/bgpfa_targeted_sweep/_logs/bgpfa_allen_vcn_flash_bo_top_20ms_nlb_style_optional_fallback_faobs1tune_gaussian_latent20_lr02_e350_refkl_infer1000_fainit_poisdec.log,selected_from_optional_fallback_variant=faobs1tune_gaussian_latent20_lr02_e350_refkl_infer1000_fainit_poisdec
flash_bo_top,allen_vcn_flash_bo_top,ilqr_vae,ilqr_vae_allen_vcn_flash_bo_top_20ms_nlb_style_optional_fallback_e50_maxiter2_lr002_seed0,ok,253.445,0.1728132665,0.3019111454,0.1345472038,0.0382660627,true,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/optional_fallback_sweep/ilqr_vae_allen_vcn_flash_bo_top_20ms_nlb_style_optional_fallback_e50_maxiter2_lr002_seed0,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/optional_fallback_sweep/configs/ilqr_vae_allen_vcn_flash_bo_top_20ms_nlb_style_optional_fallback_e50_maxiter2_lr002_seed0.yaml,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/optional_fallback_sweep/_logs/ilqr_vae_allen_vcn_flash_bo_top_20ms_nlb_style_optional_fallback_e50_maxiter2_lr002_seed0.log,selected_from_optional_fallback_variant=e50_maxiter2_lr002_seed0
flash_fc_second,allen_vcn_flash_fc_second,psth,psth_allen_vcn_flash_fc_second_20ms_nlb_style,ok,1.134,-0.02134042233,0.3762395978,0.1076145321,-0.1289549544,false,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/psth_allen_vcn_flash_fc_second_20ms_nlb_style,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/configs/psth_allen_vcn_flash_fc_second_20ms_nlb_style.yaml,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/_logs/psth_allen_vcn_flash_fc_second_20ms_nlb_style.log,
flash_fc_second,allen_vcn_flash_fc_second,smoothing,smoothing_allen_vcn_flash_fc_second_20ms_nlb_style,ok,1.849,0.1076145321,0.3607311547,0.1076145321,0,false,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/smoothing_allen_vcn_flash_fc_second_20ms_nlb_style,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/configs/smoothing_allen_vcn_flash_fc_second_20ms_nlb_style.yaml,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/_logs/smoothing_allen_vcn_flash_fc_second_20ms_nlb_style.log,
flash_fc_second,allen_vcn_flash_fc_second,gpfa,gpfa_allen_vcn_flash_fc_second_20ms_nlb_style,ok,2.234,0.1766918451,0.3524060845,0.1076145321,0.069077313,true,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/gpfa_allen_vcn_flash_fc_second_20ms_nlb_style,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/configs/gpfa_allen_vcn_flash_fc_second_20ms_nlb_style.yaml,runs/allen_vcn_nlb_style_20260805_tuned_core_v2/_logs/gpfa_allen_vcn_flash_fc_second_20ms_nlb_style.log,
